time a b
153980 119 366
153980 47 366
154000 649 1245
154000 47 366
154020 649 1245
154020 119 366
154020 47 366
154040 649 1245
154040 119 366
154040 47 366
154060 649 1245
154060 147 649
154060 119 366
154060 47 366
154080 97 886
154080 649 1245
154080 147 649
154080 119 366
154080 47 366
154100 97 886
154100 649 1245
154100 147 649
154100 47 366
154120 97 886
154120 649 1245
154120 147 649
154120 119 366
154120 47 366
154140 97 886
154140 47 366
154160 97 886
154160 119 366
154160 47 366
154180 97 886
154180 47 366
154200 47 366
154220 97 886
154220 47 366
154240 47 366
154260 97 886
154260 119 366
154260 47 366
154280 47 366
154300 47 366
154320 97 886
154320 119 366
154320 47 366
154340 97 886
154340 47 366
154340 147 1245
154360 97 886
154360 47 366
154360 147 1245
154380 97 886
154380 119 366
154380 47 366
154400 97 886
154400 119 366
154400 47 366
154420 97 886
154420 47 366
154440 47 366
154460 97 886
154460 47 366
154480 97 886
154480 47 366
154500 97 886
154520 97 886
154520 119 366
154520 47 366
154540 119 366
154540 47 366
154560 47 366
154580 47 366
154600 47 366
154620 97 886
154620 47 366
154640 47 366
154660 119 366
154660 47 366
154680 47 366
154700 97 886
154700 119 366
154700 47 366
154720 119 366
154720 47 366
154740 97 886
154740 119 366
154740 47 366
154760 97 886
154760 47 366
154780 97 886
154780 47 366
154800 47 366
154820 47 366
154840 97 886
154840 119 366
154840 47 366
154860 119 366
154860 47 366
154880 97 886
154900 97 886
154900 119 366
154900 47 366
154920 97 886
154920 47 366
154940 97 886
154940 47 366
154960 97 886
154960 47 366
154980 97 886
154980 119 366
154980 47 366
155000 97 886
155000 119 366
155000 47 366
155020 119 366
155020 47 366
155040 119 366
155040 47 366
155060 119 366
155060 47 366
155080 97 886
155080 47 366
155100 97 886
155100 47 366
155140 119 366
155140 47 366
155160 97 886
155160 119 366
155160 47 366
155160 147 1245
155180 119 366
155180 47 366
155200 97 886
155200 47 366
155220 97 886
155220 47 366
155240 97 886
155240 47 366
155260 47 366
155280 97 886
155280 47 366
155300 97 886
155320 97 886
155320 47 366
155340 97 886
155340 119 366
155340 47 366
155360 97 886
155360 47 366
155380 97 886
155380 47 366
155400 97 886
155400 47 366
155420 97 886
155420 47 366
155440 97 886
155440 47 366
155460 97 886
155460 119 366
155480 119 366
155480 47 366
155500 47 366
155520 47 366
155540 97 886
155540 47 366
155560 47 366
155580 97 886
155580 47 366
155600 97 886
155600 119 366
155600 47 366
155620 97 886
155620 119 366
155620 47 366
155640 97 886
155640 47 366
155660 97 886
155660 47 366
155680 119 366
155680 47 366
155700 97 886
155700 47 366
155720 97 886
155720 47 366
155740 97 886
155740 119 366
155740 47 366
155760 97 886
155760 119 366
155760 47 366
155780 97 886
155780 119 366
155780 47 366
155800 47 366
155820 119 366
155820 47 366
155840 47 366
155860 47 366
155880 119 366
155880 47 366
155900 97 886
155900 47 366
155920 97 886
155920 47 366
155940 97 886
155940 47 366
155960 119 366
155960 47 366
155980 119 366
155980 47 366
156000 97 886
156000 119 366
156000 47 366
156020 97 886
156020 47 366
156020 242 259
156040 47 366
156040 242 259
156060 119 366
156060 47 366
156060 242 259
156080 119 366
156080 47 366
156080 242 259
156100 47 366
156100 242 259
156120 119 366
156120 47 366
156140 119 366
156140 47 366
156160 47 366
156180 47 366
156200 119 366
156200 47 366
156220 47 366
156240 47 366
156260 119 366
156260 47 366
156280 97 886
156280 47 366
156300 97 886
156300 47 366
156320 97 886
156320 47 366
156340 97 886
156340 119 366
156340 47 366
156360 119 366
156360 47 366
156380 47 366
156400 119 366
156400 47 366
156420 119 366
156420 47 366
156440 47 366
156460 119 366
156460 47 366
156480 47 366
156500 119 366
156500 47 366
156520 119 366
156520 47 366
156540 47 366
156560 47 366
156580 47 366
156600 47 366
156620 47 366
156640 47 366
156660 119 366
156660 47 366
156680 47 366
156700 47 366
156720 119 366
156720 47 366
156740 47 366
156760 47 366
156780 47 366
156800 47 366
156820 47 366
156840 119 366
156840 47 366
156860 47 366
156880 47 366
156900 47 366
156920 119 366
156920 47 366
156940 47 366
156960 47 366
156980 119 366
156980 47 366
157020 47 366
157040 119 366
157040 47 366
157060 47 366
157080 119 366
157080 47 366
157100 47 366
157120 119 366
157120 47 366
157140 47 366
157160 47 366
157180 47 366
157200 119 366
157200 47 366
157220 47 366
157240 47 366
157260 119 366
157260 47 366
157300 47 366
157320 162 464
157320 47 366
157340 119 366
157340 47 366
157360 47 366
157380 47 366
157400 119 366
157400 47 366
157420 47 366
157440 119 366
157440 47 366
157460 47 366
157480 119 366
157480 47 366
157500 47 366
157520 47 366
157540 47 366
157560 47 366
157580 119 366
157580 47 366
157600 47 366
157640 119 366
157640 47 366
157660 119 366
157660 47 366
157680 47 366
157700 47 366
157720 47 366
157740 47 366
157760 119 366
157760 47 366
157780 47 366
157800 119 366
157800 47 366
157820 119 366
157820 47 366
157840 119 366
157840 47 366
157860 47 366
157880 47 366
157900 119 366
157900 47 366
157920 47 366
157940 47 366
157960 47 366
157980 47 366
158000 47 366
158020 119 366
158020 47 366
158040 119 366
158040 47 366
158060 47 366
158080 47 366
158100 119 366
158100 47 366
158120 47 366
158140 47 366
158160 47 366
158180 47 366
158200 119 366
158200 47 366
158220 47 366
158240 47 366
158260 47 366
158280 47 366
158300 47 366
158320 47 366
158340 47 366
158360 119 366
158360 47 366
158380 47 366
201620 197 353
201620 99 1164
201620 407 939
201640 197 353
201640 99 1164
201640 407 939
201660 197 353
201680 197 353
201680 119 366
201700 197 353
201720 197 353
201740 197 353
201760 197 353
201760 119 366
201780 197 353
201780 119 366
201780 99 1164
201800 197 353
201800 99 1164
201820 197 353
201820 407 939
201840 197 353
201840 119 366
201860 197 353
201860 407 939
201880 197 353
201880 99 1164
201900 197 353
201920 197 353
201920 119 366
201920 99 1164
201940 197 353
201960 197 353
201960 407 939
201980 197 353
202000 197 353
202000 119 366
202000 99 1164
202020 197 353
202020 119 366
202040 197 353
202040 407 939
202060 197 353
202060 119 366
202060 99 1164
202080 197 353
202100 197 353
202120 197 353
202120 119 366
202120 99 1164
202140 197 353
202140 407 939
202160 197 353
202180 197 353
202180 270 520
202200 197 353
202200 99 1164
202220 197 353
202220 119 366
202220 99 1164
202240 197 353
202240 119 366
202260 197 353
202260 119 366
202280 197 353
202280 119 366
202280 407 939
202300 197 353
202300 119 366
202300 407 939
202320 197 353
202320 119 366
202320 407 939
202340 197 353
202360 197 353
202360 407 939
202380 197 353
202400 197 353
202400 407 939
202420 197 353
202440 197 353
202460 197 353
202460 119 366
202460 407 939
202480 197 353
202480 119 366
202480 270 428
202500 197 353
202500 119 366
202500 407 939
202500 270 428
202520 197 353
202520 119 366
202520 270 428
202540 197 353
202540 270 520
202540 267 706
202560 197 353
202560 270 520
202560 99 1164
202560 407 939
202580 197 353
202580 119 366
202580 407 939
202600 197 353
202600 99 1164
202600 407 939
202620 197 353
202620 119 366
202640 197 353
202640 119 366
202640 407 939
202660 197 353
202660 99 1164
202680 197 353
202680 407 939
202700 197 353
202720 197 353
202740 197 353
202760 197 353
202760 119 366
202780 197 353
202780 119 366
202780 407 939
202800 197 353
202820 197 353
202820 119 366
202840 603 779
202840 407 939
202840 99 1164
202840 197 353
202860 197 353
202860 119 366
202860 99 1164
202880 197 353
202880 99 1164
202900 197 353
202900 99 1164
202920 197 353
202920 99 1164
202920 407 939
202940 197 353
202940 119 366
202960 197 353
202980 197 353
202980 18 621
202980 99 1164
202980 407 939
203000 197 353
203000 119 366
203020 197 353
203020 119 366
203020 99 1164
203020 407 939
203040 197 353
203040 119 366
203060 197 353
203060 407 939
203080 197 353
203080 119 366
203080 99 1164
203100 197 353
203100 79 156
203100 99 1164
203120 197 353
203120 79 156
203120 119 366
203140 197 353
203140 79 156
203140 119 366
203140 99 1164
203140 407 939
203160 197 353
203160 119 366
203180 197 353
203180 407 939
203200 197 353
203200 119 366
203200 407 939
203220 197 353
203240 197 353
203260 197 353
203260 99 1164
203260 407 939
203280 197 353
203280 407 939
203300 197 353
203300 119 366
203300 407 939
203320 197 353
203320 119 366
203320 407 939
203340 197 353
203340 99 1164
203360 197 353
203360 119 366
203380 197 353
203380 270 520
203380 99 1164
203400 197 353
203400 270 520
203400 99 1164
203420 197 353
203420 513 743
203440 197 353
203440 99 1164
203460 197 353
203480 197 353
203480 99 1164
203480 407 939
203500 197 353
203500 407 939
203520 197 353
203540 197 353
203540 513 743
203540 99 1164
203540 407 939
203560 197 353
203580 197 353
203580 99 1164
203580 407 706
203600 197 353
203600 99 1164
203620 197 353
203620 99 1164
203640 197 353
203640 510 743
203660 197 353
203680 197 353
203680 510 743
203700 197 353
203700 510 743
203720 197 353
203720 99 1164
203740 197 353
203740 99 1164
203760 197 353
203760 99 1164
203780 197 353
203780 79 156
203780 702 706
203780 99 1164
203780 407 939
203800 197 353
203820 197 353
203820 99 1164
203840 197 353
203840 261 372
203840 162 261
203840 99 1164
203860 197 353
203860 99 1164
203880 197 353
203900 197 353
203900 99 1164
203920 197 353
203940 197 353
203940 270 520
203960 197 353
203960 270 520
203980 197 353
203980 162 372
204000 197 353
204000 270 520
204000 162 372
204020 197 353
204020 99 1164
204040 197 353
204060 197 353
204080 197 353
204080 407 939
204100 197 353
204100 407 939
204120 79 447
204120 197 353
204140 197 353
204140 270 520
204140 706 753
204160 197 353
204160 99 1164
204180 197 353
204180 270 428
204200 197 353
204200 407 939
204200 270 428
204220 197 353
204220 407 939
204240 197 353
204240 270 520
204240 407 939
204240 270 428
204260 197 353
204260 232 621
204260 407 939
204280 197 353
204280 270 428
204300 197 353
204300 99 1164
204320 197 353
204320 99 1164
204340 197 353
204340 232 621
204340 99 1164
204340 270 428
204340 407 939
204360 197 353
204360 407 939
204360 270 428
204380 197 353
204380 99 1164
204380 270 428
204400 197 353
204400 270 428
204420 197 353
204420 99 1164
204420 270 428
204460 197 353
204480 603 779
204480 99 1164
204480 270 428
204500 197 353
204520 156 447
204520 74 156
204520 407 939
204540 156 447
204540 79 447
204540 79 156
204540 99 1164
204540 197 353
204560 407 939
204580 99 1164
204620 197 353
204620 270 520
204640 74 498
204640 197 353
204640 270 428
204660 197 353
204680 74 1090
204680 197 353
204680 99 1164
204700 74 1090
204700 197 353
204700 99 1164
204700 407 939
204720 197 353
204740 197 353
204740 261 372
204740 99 1164
204760 197 353
204780 197 353
204780 79 156
204780 99 1164
204800 197 353
204820 603 779
204820 79 156
204840 79 156
204840 510 513
204840 99 1164
204860 156 447
204860 197 353
204860 79 156
204880 197 353
204880 510 513
204880 99 1164
204880 407 706
204900 197 353
204900 510 513
204900 99 1164
204900 407 706
204920 99 1164
204920 156 447
204920 407 706
204920 706 939
204920 15 491
204920 428 520
204940 197 353
204940 706 939
204940 162 261
204940 428 520
204940 15 491
204960 197 353
204960 99 1164
204980 197 353
204980 162 261
204980 270 420
205000 162 261
205000 270 420
205000 491 1090
205020 99 1164
205020 270 428
205020 197 353
205020 420 428
205020 491 1090
205020 428 691
205040 510 1485
205040 99 1164
205040 162 372
205040 15 491
205060 510 1485
205060 491 1090
205060 162 372
205080 99 1164
205080 162 372
205080 197 353
205080 119 366
205080 510 1485
205080 491 1090
205100 15 1090
205100 119 270
205100 510 1485
205100 162 372
205100 491 1090
205120 119 270
205120 99 1164
205120 491 1090
205140 491 1090
205140 119 270
205140 99 1164
205140 162 372
205160 119 270
205160 162 372
205180 428 520
205180 491 1090
205180 162 372
205180 771 1485
205200 119 270
205200 99 1164
205200 267 366
205220 267 366
205240 197 353
205240 18 797
205240 428 520
205240 119 267
205260 197 353
205260 372 1090
205260 99 1164
205260 172 743
205280 197 353
205280 18 797
205280 270 520
205300 197 353
205300 79 156
205300 18 797
205300 267 520
205320 99 1164
205320 79 156
205320 197 353
205320 270 520
205320 267 270
205320 18 797
205340 197 353
205360 156 447
205360 197 353
205360 79 156
205360 99 1164
205360 119 267
205380 79 156
205380 119 270
205380 267 366
205400 99 1164
205400 156 447
205400 79 156
205400 232 531
205400 99 250
205400 267 366
205420 79 156
205420 267 366
205420 232 621
205420 232 531
205420 531 621
205440 267 366
205440 99 1164
205460 156 447
205460 197 353
205460 267 366
205480 197 353
205480 267 366
205500 267 366
205500 232 621
205500 99 1164
205520 267 366
205520 232 531
205520 99 1164
205540 156 447
205540 79 156
205540 267 366
205560 156 447
205560 267 366
205580 156 447
205580 99 1164
205600 156 447
205600 99 1164
205640 197 353
205640 79 156
205640 520 691
205640 99 1164
205660 197 353
205660 79 156
205660 272 531
205680 197 353
205680 79 156
205680 272 531
205700 79 156
205700 486 1485
205720 79 156
205720 486 1485
205720 99 1164
205740 79 156
205740 267 366
205740 486 1485
205760 197 353
205760 79 156
205760 267 366
205760 99 1164
205780 197 353
205780 267 366
205780 74 159
205780 99 1164
205780 486 1485
205800 156 447
205800 197 353
205800 267 366
205800 272 531
205820 197 353
205820 99 1164
205820 272 531
205840 197 353
205840 79 156
205840 74 159
205840 99 1164
205840 272 531
205860 156 447
205860 79 447
205860 267 366
205860 272 531
205860 197 353
205880 156 447
205880 79 447
205880 267 366
205880 272 531
205880 197 353
205900 197 353
205900 267 366
205900 74 159
205900 99 1164
205920 197 353
205920 267 366
205920 74 159
205920 272 531
205940 205 261
205940 346 387
205940 387 649
205940 197 353
205940 272 531
205940 267 366
205960 197 353
205960 267 366
205960 387 649
205960 242 751
205980 99 1164
205980 156 447
205980 387 649
205980 197 353
205980 242 751
205980 267 366
206000 197 353
206000 387 649
206000 242 751
206000 205 261
206020 242 751
206040 387 649
206040 242 751
206060 197 353
206060 267 366
206060 387 649
206060 242 751
206080 197 353
206080 267 366
206080 387 649
206080 99 1164
206100 197 353
206100 267 366
206100 387 649
206100 242 751
206120 387 649
206120 267 366
206120 74 159
206120 99 1164
206120 242 751
206140 74 159
206140 267 366
206140 97 720
206140 387 649
206140 197 353
206160 197 353
206160 267 366
206160 99 1164
206160 242 751
206160 615 880
206180 322 1485
206180 99 1164
206180 197 353
206180 242 751
206180 267 366
206180 615 880
206200 99 1164
206200 54 79
206200 197 353
206200 272 531
206200 267 366
206200 615 880
206220 267 366
206220 99 1164
206220 272 531
206220 387 649
206220 197 353
206220 242 751
206220 261 884
206220 615 884
206220 615 880
206240 615 884
206240 99 1164
206240 119 270
206240 272 531
206260 261 615
206260 119 270
206260 272 531
206280 197 353
206280 261 615
206280 267 366
206280 242 751
206280 272 531
206300 197 353
206300 261 615
206300 267 366
206300 272 531
206320 261 615
206320 99 1164
206320 880 884
206320 272 531
206320 267 366
206320 615 880
206340 261 615
206340 880 884
206340 197 353
206340 261 884
206340 272 531
206340 267 366
206360 197 353
206360 267 366
206360 261 884
206380 197 353
206400 197 353
206420 197 353
206420 99 1164
206440 197 353
206440 272 531
206460 197 353
206460 267 366
206460 99 1164
206480 164 970
206480 119 270
206480 272 531
206500 197 353
206500 267 366
206500 99 1164
206520 197 353
206520 164 615
206520 99 1164
206520 72 753
206540 197 353
206540 267 366
206540 164 615
206540 99 1164
206560 197 353
206560 267 366
206580 197 353
206580 267 366
206580 119 270
206580 99 1164
206580 378 886
206600 164 970
206600 119 270
206600 267 366
206620 197 353
206640 387 779
206660 197 353
206660 267 366
206660 346 779
206680 197 353
206680 267 366
206680 99 1164
206700 197 353
206700 246 889
206700 267 366
206700 650 744
206720 39 889
206720 246 889
206720 39 267
206720 197 353
206720 39 246
206720 267 366
206720 246 267
206740 99 1164
206740 246 889
206740 197 353
206740 39 246
206740 744 893
206740 39 889
206740 346 779
206760 346 649
206760 99 1164
